@RELATION OperacaoMarubozu

@ATTRIBUTE porcentagemOperacaoFinal REAL
@ATTRIBUTE precoEntrada REAL
@ATTRIBUTE precoPrimeiroAlvoFibonacci REAL
@ATTRIBUTE precoSegundoAlvoFibonacci REAL
@ATTRIBUTE precoStop REAL
@ATTRIBUTE precoTerceiroAlvoFibonacci REAL
@ATTRIBUTE primeiroAlvoAtingido {0,1}
@ATTRIBUTE segundoAlvoAtingido {0,1}
@ATTRIBUTE start {0,1}
@ATTRIBUTE terceiroAlvoAtingido {0,1}
@ATTRIBUTE pavioInferior {0,1,2}
@ATTRIBUTE pavioSuperior {0,1,2}
@ATTRIBUTE tipo {0,1}
@ATTRIBUTE variacaoPreco {0,1,2,3}
@ATTRIBUTE volumeAcimaMedia20 {0,1}

@DATA
4.92,73.33,70.33,68.48,78.21,65.47,1,1,1,0,2,1,0,0,1
1,22.79,22.1,21.68,23.93,20.98,1,0,1,0,0,2,0,0,1
1.5,63.14,60.28,58.5,67.8,55.64,1,0,1,0,0,2,0,0,1
9.27,22.91,24.12,24.88,20.9,26.11,1,1,1,1,2,1,1,0,1
2.21,43.87,46.78,48.58,39.14,51.5,1,0,1,0,1,2,1,1,1
10.06,11.33,12.01,12.44,10.19,13.13,0,0,1,0,0,0,1,0,1
9.2,15.89,16.72,17.25,14.5,18.09,1,1,1,1,2,1,1,0,1
0,25.49,26.35,26.89,24.06,27.76,0,0,0,0,0,0,1,0,1
0,46.58,45.02,44.05,49.14,42.48,0,0,0,0,2,2,0,0,1
11.48,13.24,14.15,14.73,11.72,15.65,0,0,1,0,1,2,1,1,1
11.21,17.64,18.77,19.47,15.77,20.62,1,1,1,1,1,2,1,0,1
1.88,29.92,31.61,32.67,27.13,34.37,1,0,1,0,2,2,1,0,1
1.97,22.95,24.31,25.17,20.7,26.54,1,0,1,0,1,0,1,0,1
5.82,19.18,18.25,17.68,20.71,16.74,1,1,1,0,0,2,0,0,1
7.39,54.11,56.71,58.33,49.86,60.94,1,1,1,0,1,2,1,0,1
1.57,48.34,46.05,44.64,52.07,42.34,1,0,1,0,2,1,0,0,1
1.61,13.64,14.3,14.73,12.52,15.4,1,0,1,0,0,1,1,0,1
5.46,25.96,26.8,27.34,24.54,28.19,0,0,1,0,2,2,1,0,1
1.3,48.91,50.82,52,45.8,53.92,1,0,1,0,2,1,1,0,1
0,98.44,103.02,105.87,90.97,110.46,0,0,0,0,1,2,1,0,1
5.57,12.02,11.62,11.37,12.69,10.97,0,0,1,0,2,2,0,0,1
1.06,28.15,27.25,26.69,29.64,25.78,1,0,1,0,2,2,0,0,1
1.39,30.08,31.34,32.14,27.99,33.41,1,0,1,0,0,0,1,0,1
4.19,10.68,10.97,11.16,10.17,11.46,1,1,1,0,2,0,1,0,1
9.71,16.96,18.03,18.7,15.19,19.78,1,1,1,0,1,1,1,1,1
1.65,30.96,32.5,33.45,28.43,35.01,1,0,1,0,1,2,1,0,1
1.36,98.16,102.19,104.7,91.58,108.74,1,0,1,0,1,0,1,0,1
0,38.51,40.37,41.53,35.46,43.4,0,0,0,0,1,1,1,0,1
7.22,10.87,11.38,11.7,10,12.23,1,1,1,0,1,1,1,0,1
8.46,78.3,72.8,69.41,87.22,63.9,1,1,1,0,1,1,0,1,1
5.79,11.04,11.42,11.66,10.4,12.05,0,0,1,0,1,2,1,0,1
1.83,12.73,12.03,11.6,13.89,10.89,1,0,1,0,1,1,0,0,1
4.07,26.24,25.6,25.2,27.31,24.55,0,0,1,0,0,0,0,0,1
6.7,12.83,12.32,12,13.69,11.48,0,0,1,0,1,0,0,0,1
0,74.49,69.32,66.12,82.89,60.94,0,0,0,0,2,2,0,1,1
0,37.24,35.79,34.89,39.62,33.43,0,0,0,0,2,1,0,0,1
1.61,12.4,13,13.39,11.38,14,1,0,1,0,2,2,1,0,1
8.4,74.11,78.16,80.66,67.52,84.73,1,1,1,0,0,2,1,0,1
7.66,15.26,15.96,16.4,14.09,17.11,0,0,1,0,1,1,1,0,1
8.37,37.01,38.78,39.89,34.1,41.67,1,1,1,1,1,2,1,0,1
12.4,21.95,23.5,24.48,19.38,26.04,1,1,1,1,0,1,1,0,1
5.44,35.08,36.23,36.96,33.17,38.12,0,0,1,0,1,1,1,0,1
6.24,52.15,54.01,55.18,49.09,57.05,1,1,1,1,1,2,1,0,1
7.34,31.84,33.36,34.3,29.34,35.84,1,1,1,0,1,1,1,0,1
18.71,46.01,50.94,54,37.99,58.94,1,1,1,1,1,0,1,2,1
5.43,59.39,61.36,62.59,56.16,64.57,0,0,1,0,0,0,1,0,1
9.86,17.99,19,19.64,16.31,20.66,1,1,1,1,1,1,1,0,1
4.79,50.43,51.9,52.82,48.01,54.3,0,0,1,0,1,2,1,0,1
5.28,53.41,55.25,56.4,50.39,58.25,1,1,1,0,2,0,1,0,1
5.3,27.14,28,28.54,25.7,29.41,0,0,1,0,2,2,1,0,1
3.71,28.54,27.92,27.52,29.6,26.89,0,0,1,0,0,1,0,0,1
9.36,70.39,66.33,63.83,76.98,59.76,0,0,1,0,0,0,0,0,1
0,11.02,10.75,10.58,11.48,10.31,0,0,0,0,0,0,0,0,1
3.85,73.55,71.2,69.73,77.41,67.37,1,1,1,0,0,1,0,0,1
4.71,14.75,15.14,15.4,14.07,15.8,1,1,1,1,1,2,1,0,1
4.87,59.65,61.42,62.53,56.74,64.31,0,0,1,0,1,1,1,0,1
9.62,26.12,27.75,28.77,23.43,30.41,1,1,1,0,1,0,1,0,1
5.48,24.96,25.77,26.29,23.59,27.11,0,0,1,0,2,0,1,0,1
6.13,24.11,25.07,25.68,22.5,26.65,1,1,1,0,0,0,1,0,1
7.39,51.19,53.65,55.17,47.19,57.64,1,1,1,0,1,0,1,1,1
4.82,37.49,36.39,35.71,39.3,34.6,0,0,1,0,2,1,0,0,1
5.05,26.05,26.8,27.27,24.79,28.04,1,1,1,1,0,0,1,0,1
6.72,14.13,13.56,13.21,15.08,12.63,0,0,1,0,2,1,0,0,1
4.06,35.45,34.25,33.51,37.41,32.3,1,1,1,0,0,2,0,0,1
4.05,22.45,21.69,21.23,23.7,20.46,1,1,1,0,2,1,0,0,1
1.17,42.45,40.95,40.03,44.9,38.52,1,0,1,0,2,1,0,0,1
6.72,62.77,60.18,58.58,66.99,55.98,0,0,1,0,0,1,0,0,1
7.18,76.5,79.87,81.96,71,85.34,0,0,1,0,0,1,1,0,1
1.53,28.31,29.61,30.42,26.16,31.73,1,0,1,0,1,2,1,0,1
1.71,62.8,66.03,68.03,57.53,71.28,1,0,1,0,0,2,1,0,1
8.66,11.19,11.76,12.12,10.22,12.71,0,0,1,0,2,2,1,0,1
1.64,29.22,30.66,31.56,26.84,33.01,1,0,1,0,2,2,1,0,1
1.38,36.7,35.18,34.25,39.18,32.72,1,0,1,0,1,2,0,0,1
7.34,61.91,59.12,57.39,66.46,54.59,0,0,1,0,2,2,0,0,1
9.23,98.79,104.02,107.26,90.28,112.5,1,1,1,1,0,2,1,0,1
7.67,35.69,37.37,38.41,32.95,40.1,0,0,1,0,1,2,1,0,1
8.53,85.88,90.38,93.18,78.55,97.69,0,0,1,0,1,2,1,1,1
6.15,10.56,10.93,11.18,9.91,11.56,0,0,1,0,0,1,1,0,1
7.28,79.49,74.68,71.71,87.3,66.89,1,1,1,0,0,1,0,0,1
8.02,11.97,11.39,11.04,12.93,10.45,0,0,1,0,0,1,0,0,1
2.31,13.83,14.79,15.4,12.23,16.37,1,0,1,0,2,0,1,0,1
9.38,35.83,38.02,39.37,32.27,41.57,1,1,1,0,2,0,1,0,1
7.17,68.61,65.59,63.72,73.53,60.69,0,0,1,0,2,0,0,0,1
6.05,10.51,10.92,11.19,9.8,11.61,1,1,1,0,2,1,1,0,1
6.29,38.51,39.9,40.76,36.25,42.15,1,1,1,1,2,1,1,0,1
1.42,98.03,102.22,104.83,91.19,109.03,1,0,1,0,2,2,1,0,1
8.76,14.41,15.23,15.75,13.04,16.58,1,1,1,0,0,1,1,0,1
1.31,12.95,13.46,13.78,12.11,14.29,1,0,1,0,1,1,1,0,1
8.34,20.85,21.84,22.47,19.2,23.47,1,1,1,1,1,2,1,1,1
8.7,16.09,16.93,17.45,14.69,18.31,0,0,1,0,2,0,1,0,1
7.8,21.91,22.94,23.58,20.2,24.63,0,0,1,0,1,1,1,0,1
9.56,69.33,73.4,75.92,62.7,80.01,0,0,1,0,2,2,1,1,1
9.7,24.31,25.74,26.64,21.95,28.08,0,0,1,0,2,2,1,1,1
12.77,47.51,51.23,53.55,41.44,57.28,0,0,1,0,1,2,1,3,1
4.09,29.43,28.43,27.81,31.1,26.79,1,1,1,0,2,2,0,0,1
7.68,22.06,21.09,20.49,23.66,19.51,1,1,1,1,1,1,0,0,1
6.05,14.54,15.06,15.38,13.66,15.92,0,0,1,0,2,1,1,0,1
1.44,19.63,18.78,18.24,21.06,17.38,1,0,1,0,1,1,0,1,1
3.75,22.38,21.88,21.57,23.22,21.06,0,0,1,0,0,0,0,0,1
1.66,74.49,78.21,80.53,68.42,84.26,1,0,1,0,1,0,1,0,1
5.17,21.91,20.97,20.39,23.48,19.43,1,1,1,0,1,1,0,0,1
6.49,33.59,32.34,31.57,35.64,30.31,1,1,1,1,1,1,0,0,1
9,27.65,29.16,30.11,25.16,31.63,0,0,1,0,2,0,1,1,1
1.7,31.36,29.76,28.75,34.01,27.14,1,0,1,0,2,1,0,0,1
4.32,25.69,26.41,26.87,24.47,27.6,1,1,1,0,1,2,1,0,1
4.44,39.8,40.81,41.44,38.12,42.47,1,1,1,1,0,1,1,0,1
0,24,23.01,22.4,25.63,21.4,0,0,0,0,2,1,0,0,1
7.38,13.54,14.19,14.59,12.45,15.26,1,1,1,0,1,1,1,0,1
2.68,49.49,45.5,43.04,55.97,39.04,1,0,1,0,2,0,0,1,1
7.5,30.01,31.47,32.39,27.59,33.86,1,1,1,0,1,1,1,0,1
9.38,27.08,28.53,29.44,24.68,30.9,1,1,1,1,0,2,1,0,1
7.19,14.45,15.08,15.47,13.41,16.11,0,0,1,0,2,1,1,0,1
4.1,11.72,11.99,12.17,11.24,12.45,1,1,1,1,1,0,1,0,1
10.3,30.09,31.98,33.16,26.99,35.06,0,0,1,0,0,1,1,0,1
1.32,13.35,13.88,14.21,12.45,14.76,1,0,1,0,2,2,1,0,1
3.06,27.3,29.81,31.38,23.18,33.9,1,0,1,0,1,2,1,1,1
0.79,27.67,28.33,28.76,26.54,29.43,1,0,1,0,1,0,1,0,1
15.32,73.46,80.39,84.69,62.2,91.63,0,0,1,0,2,1,1,1,1
1.56,20.07,21.01,21.6,18.5,22.56,1,0,1,0,1,1,1,1,1
1.22,19.3,20.01,20.45,18.11,21.18,1,0,1,0,2,2,1,0,1
9.02,46.76,49.36,50.97,42.54,53.57,0,0,1,0,1,0,1,0,1
6.7,27.76,28.88,29.59,25.9,30.72,0,0,1,0,0,2,1,0,1
1.13,39.8,38.44,37.6,42.03,36.23,1,0,1,0,2,2,0,0,1
